fars,distance_fars,finger_tops,distance_fingers_top,img,gesture
"[(0.5604838709677419, 0.3546099290780142), (0.532258064516129, 0.524822695035461), (0, 0), (0, 0)]","[0.4174865476986882, 0.36730681486495326, 0, 0]","[(0.8467741935483871, 0.16312056737588654), (0.9112903225806451, 0.4397163120567376), (0.7379032258064516, 0.7872340425531915), (0, 0), (0, 0)]","[0.6835376287148649, 0.6985358440102286, 0.5382466032500158, 0, 0]",img_1574.png,2
"[(0.5682656826568265, 0.35175879396984927), (0.5498154981549815, 0.49748743718592964), (0, 0), (0, 0)]","[0.3787610763236451, 0.3539378798433283, 0, 0]","[(0.8708487084870848, 0.1306532663316583), (0.9261992619926199, 0.48743718592964824), (0.6789667896678967, 0.8592964824120602), (0, 0), (0, 0)]","[0.6500323561266825, 0.657340121323807, 0.5056255426333262, 0, 0]",img_649.png,2
"[(0.5682656826568265, 0.35175879396984927), (0.5498154981549815, 0.49748743718592964), (0, 0), (0, 0)]","[0.3787610763236451, 0.3539378798433283, 0, 0]","[(0.8708487084870848, 0.1306532663316583), (0.9261992619926199, 0.48743718592964824), (0.6789667896678967, 0.8592964824120602), (0, 0), (0, 0)]","[0.6500323561266825, 0.657340121323807, 0.5056255426333262, 0, 0]",img_2271.png,2
"[(0.5805084745762712, 0.30201342281879195), (0.5254237288135594, 0.4228187919463087), (0, 0), (0, 0)]","[0.38352532163671665, 0.34105757442587814, 0, 0]","[(0.902542372881356, 0.28859060402684567), (0.885593220338983, 0.6174496644295302), (0.6652542372881356, 0.8456375838926175), (0, 0), (0, 0)]","[0.6559228592084915, 0.6604381450682851, 0.5340024408917189, 0, 0]",img_1197.png,2
"[(0.5606060606060606, 0.4105263157894737), (0.571969696969697, 0.5526315789473685), (0, 0), (0, 0)]","[0.38718361246302163, 0.37566028174861815, 0, 0]","[(0.8257575757575758, 0.14736842105263157), (0.9166666666666666, 0.5210526315789473), (0.7424242424242424, 0.8421052631578947), (0, 0), (0, 0)]","[0.6462167812723909, 0.655604882903029, 0.5235574875927888, 0, 0]",img_337.png,2
"[(0.5813008130081301, 0.3262411347517731), (0.540650406504065, 0.475177304964539), (0, 0), (0, 0)]","[0.40669912926889235, 0.3633282444456194, 0, 0]","[(0.8821138211382114, 0.2127659574468085), (0.9105691056910569, 0.5177304964539007), (0.7235772357723578, 0.8226950354609929), (0, 0), (0, 0)]","[0.6737007176335317, 0.6843434317356109, 0.5476532904330385, 0, 0]",img_1319.png,2
"[(0.5596707818930041, 0.3706293706293706), (0.5349794238683128, 0.5454545454545454), (0, 0), (0, 0)]","[0.39374528162401823, 0.3558010395330844, 0, 0]","[(0.8518518518518519, 0.20279720279720279), (0.9094650205761317, 0.46153846153846156), (0.757201646090535, 0.8111888111888111), (0, 0), (0, 0)]","[0.6595106810916135, 0.6811193880077252, 0.5564557573491725, 0, 0]",img_1232.png,2
"[(0.5596707818930041, 0.3032258064516129), (0.5267489711934157, 0.44516129032258067), (0, 0), (0, 0)]","[0.3778575391699262, 0.3401707049846365, 0, 0]","[(0.8683127572016461, 0.1935483870967742), (0.9094650205761317, 0.5096774193548387), (0.6995884773662552, 0.8451612903225807), (0, 0), (0, 0)]","[0.6446652824775474, 0.6631202265723584, 0.5271021035672735, 0, 0]",img_2753.png,2
"[(0.6991150442477876, 0.2732919254658385), (0.6637168141592921, 0.42857142857142855), (0, 0), (0, 0)]","[0.46688598051283753, 0.4328336418209728, 0, 0]","[(0.9911504424778761, 0.07453416149068323), (0.9911504424778761, 0.5962732919254659), (0.7433628318584071, 0.8385093167701864), (0, 0), (0, 0)]","[0.7238207763168345, 0.7085883743878182, 0.5592891872514859, 0, 0]",img_038.png,2
"[(0.6126482213438735, 0.4143646408839779), (0.6245059288537549, 0.5580110497237569), (0, 0), (0, 0)]","[0.42493822077406807, 0.4150844887358326, 0, 0]","[(0.8814229249011858, 0.13259668508287292), (0.9762845849802372, 0.5138121546961326), (0.7984189723320159, 0.856353591160221), (0, 0), (0, 0)]","[0.690095865369308, 0.7021866082897225, 0.5655630180031674, 0, 0]",img_333.png,2
"[(0.5344129554655871, 0.45454545454545453), (0.5182186234817814, 0.6363636363636364), (0, 0), (0, 0)]","[0.3859239908816957, 0.32740096197251356, 0, 0]","[(0.8340080971659919, 0.1590909090909091), (0.9149797570850202, 0.4431818181818182), (0.8016194331983806, 0.8295454545454546), (0, 0), (0, 0)]","[0.684033899296878, 0.669415073583153, 0.540776279636096, 0, 0]",img_1891.png,2
"[(0.6046511627906976, 0.296551724137931), (0.5542635658914729, 0.42758620689655175), (0, 0), (0, 0)]","[0.4300636368708173, 0.38183054257647203, 0, 0]","[(0.8875968992248062, 0.23448275862068965), (0.8875968992248062, 0.5586206896551724), (0.689922480620155, 0.8137931034482758), (0, 0), (0, 0)]","[0.6785616747273572, 0.6757882560239353, 0.5358831621277456, 0, 0]",img_1285.png,2
"[(0.5608695652173913, 0.3284671532846715), (0.5173913043478261, 0.4744525547445255), (0, 0), (0, 0)]","[0.3788231191301456, 0.33253239713079613, 0, 0]","[(0.8739130434782608, 0.2116788321167883), (0.9043478260869565, 0.5255474452554745), (0.691304347826087, 0.8102189781021898), (0, 0), (0, 0)]","[0.6543308421338878, 0.6651591973903687, 0.5091222979197348, 0, 0]",img_1606.png,2
"[(0.6045454545454545, 0.16037735849056603), (0.5454545454545454, 0.4528301886792453), (0, 0), (0, 0)]","[0.4762274051521347, 0.38038727613366524, 0, 0]","[(0.65, 0.018867924528301886), (0.8818181818181818, 0.1320754716981132), (0.8, 0.5943396226415094), (0, 0), (0, 0)]","[0.5421715255429145, 0.7109734630363223, 0.5987556125725212, 0, 0]",img_2072.png,2
"[(0.5984555984555985, 0.29508196721311475), (0.5482625482625483, 0.4426229508196721), (0, 0), (0, 0)]","[0.39447814371212075, 0.3673023376710606, 0, 0]","[(0.9343629343629344, 0.22404371584699453), (0.8957528957528957, 0.639344262295082), (0.6177606177606177, 0.8688524590163934), (0, 0), (0, 0)]","[0.6689761462264154, 0.6720902319663217, 0.5369882388827701, 0, 0]",img_357.png,2
"[(0.5622641509433962, 0.35148514851485146), (0.5471698113207547, 0.5), (0, 0), (0, 0)]","[0.37142287046854633, 0.34533625789920125, 0, 0]","[(0.8679245283018868, 0.13366336633663367), (0.9283018867924528, 0.4801980198019802), (0.6943396226415094, 0.8663366336633663), (0, 0), (0, 0)]","[0.644253623473298, 0.6486840251792719, 0.507675551676663, 0, 0]",img_817.png,2
"[(0.5859375, 0.30538922155688625), (0.5390625, 0.437125748502994), (0, 0), (0, 0)]","[0.39261308705293324, 0.3612632075987956, 0, 0]","[(0.92578125, 0.31137724550898205), (0.87890625, 0.6586826347305389), (0.65234375, 0.8622754491017964), (0, 0), (0, 0)]","[0.6772656700274263, 0.6674912392349772, 0.5435785645826144, 0, 0]",img_1924.png,2
"[(0.5891472868217055, 0.3930635838150289), (0.5775193798449613, 0.5433526011560693), (0, 0), (0, 0)]","[0.40156596044230297, 0.3830884487395674, 0, 0]","[(0.872093023255814, 0.16184971098265896), (0.9069767441860465, 0.5895953757225434), (0.7015503875968992, 0.8439306358381503), (0, 0), (0, 0)]","[0.6627316253021656, 0.6572278383425644, 0.5141203084724872, 0, 0]",img_083.png,2
"[(0.5677655677655677, 0.35), (0.5531135531135531, 0.495), (0, 0), (0, 0)]","[0.3791720539981717, 0.35754246992470495, 0, 0]","[(0.8644688644688645, 0.125), (0.9230769230769231, 0.475), (0.673992673992674, 0.865), (0, 0), (0, 0)]","[0.6467916665161909, 0.6560934850500574, 0.5048637523424574, 0, 0]",img_642.png,2
"[(0.5753424657534246, 0.3614457831325301), (0.5159817351598174, 0.4457831325301205), (0, 0), (0, 0)]","[0.3554281515512779, 0.32370411364701024, 0, 0]","[(0.8767123287671232, 0.39156626506024095), (0.8356164383561644, 0.6746987951807228), (0.5753424657534246, 0.8554216867469879), (0, 0), (0, 0)]","[0.59542375137495, 0.6122656570001671, 0.5044395512137084, 0, 0]",img_2224.png,2
"[(0.4362745098039216, 0.42771084337349397), (0.4264705882352941, 0.5783132530120482), (0, 0), (0, 0)]","[0.24828096894851046, 0.21377015961695606, 0, 0]","[(0.7598039215686274, 0.16265060240963855), (0.8823529411764706, 0.42771084337349397), (0.7254901960784313, 0.8554216867469879), (0, 0), (0, 0)]","[0.5490459492116201, 0.5778967121880746, 0.471380667822106, 0, 0]",img_2443.png,2
"[(0.5836734693877551, 0.38095238095238093), (0.5142857142857142, 0.5026455026455027), (0, 0), (0, 0)]","[0.372677217776952, 0.344027344520928, 0, 0]","[(0.9183673469387755, 0.37566137566137564), (0.8326530612244898, 0.7513227513227513), (0.5306122448979592, 0.8783068783068783), (0, 0), (0, 0)]","[0.6341920605737804, 0.6376083427321333, 0.4974083188036413, 0, 0]",img_144.png,2
"[(0.5836734693877551, 0.38095238095238093), (0.5142857142857142, 0.5026455026455027), (0, 0), (0, 0)]","[0.372677217776952, 0.344027344520928, 0, 0]","[(0.9183673469387755, 0.37566137566137564), (0.8326530612244898, 0.7513227513227513), (0.5306122448979592, 0.8783068783068783), (0, 0), (0, 0)]","[0.6341920605737804, 0.6376083427321333, 0.4974083188036413, 0, 0]",img_2844.png,2
"[(0.5512820512820513, 0.3561643835616438), (0.5128205128205128, 0.5136986301369864), (0, 0), (0, 0)]","[0.3761266246555004, 0.3275963700019397, 0, 0]","[(0.8589743589743589, 0.2054794520547945), (0.905982905982906, 0.4931506849315068), (0.7264957264957265, 0.815068493150685), (0, 0), (0, 0)]","[0.649085040045002, 0.6610750270564024, 0.5241060374584212, 0, 0]",img_1364.png,2
"[(0.5379061371841155, 0.41363636363636364), (0.5379061371841155, 0.5818181818181818), (0, 0), (0, 0)]","[0.3806448121698641, 0.3443452221416233, 0, 0]","[(0.8158844765342961, 0.11818181818181818), (0.9314079422382672, 0.5), (0.7436823104693141, 0.8681818181818182), (0, 0), (0, 0)]","[0.6617764257097489, 0.6564413876464003, 0.5084222998467899, 0, 0]",img_466.png,2
"[(0.581081081081081, 0.3026315789473684), (0.5630630630630631, 0.4144736842105263), (0, 0), (0, 0)]","[0.36826132095072317, 0.35638462601202836, 0, 0]","[(0.8558558558558559, 0.23684210526315788), (0.8828828828828829, 0.506578947368421), (0.6576576576576577, 0.8355263157894737), (0, 0), (0, 0)]","[0.5969567884739047, 0.6250932405445463, 0.5174872021271293, 0, 0]",img_2168.png,2
"[(0.5909090909090909, 0.2913907284768212), (0.5636363636363636, 0.40397350993377484), (0, 0), (0, 0)]","[0.3749318182610616, 0.3561630960008856, 0, 0]","[(0.8727272727272727, 0.2185430463576159), (0.8863636363636364, 0.5364238410596026), (0.6363636363636364, 0.8410596026490066), (0, 0), (0, 0)]","[0.609379273616831, 0.6313508946629304, 0.5097330785883364, 0, 0]",img_2173.png,2
"[(0.5196850393700787, 0.4340659340659341), (0.515748031496063, 0.7142857142857143), (0, 0), (0, 0)]","[0.39590281809616495, 0.32889645782103916, 0, 0]","[(0.7834645669291339, 0.15384615384615385), (0.9094488188976378, 0.38461538461538464), (0.8228346456692913, 0.8626373626373627), (0, 0), (0, 0)]","[0.6651782510683791, 0.6911537949036742, 0.5734194921431296, 0, 0]",img_2612.png,2
"[(0.574468085106383, 0.3269230769230769), (0.5063829787234042, 0.4423076923076923), (0, 0), (0, 0)]","[0.37227071851632026, 0.32263947069667753, 0, 0]","[(0.902127659574468, 0.36538461538461536), (0.8723404255319149, 0.6602564102564102), (0.625531914893617, 0.8461538461538461), (0, 0), (0, 0)]","[0.6457170556492297, 0.6482522793709884, 0.5065278178302942, 0, 0]",img_1333.png,2
"[(0.502127659574468, 0.4057142857142857), (0.5276595744680851, 0.5314285714285715), (0, 0), (0, 0)]","[0.39241498008959685, 0.3666340148889854, 0, 0]","[(0.7617021276595745, 0.14857142857142858), (0.8978723404255319, 0.35428571428571426), (0.8042553191489362, 0.7257142857142858), (0, 0), (0, 0)]","[0.6508092717624708, 0.6795969890749202, 0.5461252296434546, 0, 0]",img_2728.png,2
"[(0.5695652173913044, 0.33548387096774196), (0.5043478260869565, 0.44516129032258067), (0, 0), (0, 0)]","[0.36431673284788085, 0.31834802710766236, 0, 0]","[(0.9, 0.38064516129032255), (0.8652173913043478, 0.6645161290322581), (0.6173913043478261, 0.8516129032258064), (0, 0), (0, 0)]","[0.6391922917482299, 0.6396802093474084, 0.5026158418045428, 0, 0]",img_1458.png,2
"[(0.6088709677419355, 0.3619631901840491), (0.5564516129032258, 0.4723926380368098), (0, 0), (0, 0)]","[0.40940317425583583, 0.3768082936174071, 0, 0]","[(0.9032258064516129, 0.3619631901840491), (0.8951612903225806, 0.6687116564417178), (0.6612903225806451, 0.8588957055214724), (0, 0), (0, 0)]","[0.6547527709429096, 0.6788305519167293, 0.5477028637744231, 0, 0]",img_2972.png,2
"[(0.5244444444444445, 0.4267515923566879), (0.5155555555555555, 0.5796178343949044), (0, 0), (0, 0)]","[0.36711618223110914, 0.32643127461868654, 0, 0]","[(0.8, 0.1592356687898089), (0.9111111111111111, 0.445859872611465), (0.7644444444444445, 0.8152866242038217), (0, 0), (0, 0)]","[0.6394680714516063, 0.6595131700652321, 0.5194109248980741, 0, 0]",img_2988.png,2
"[(0.7489177489177489, 0.3170731707317073), (0.7056277056277056, 0.6585365853658537), (0, 0), (0, 0)]","[0.5260925446754862, 0.472066314494623, 0, 0]","[(0.9913419913419913, 0.012195121951219513), (0.9913419913419913, 0.47560975609756095), (0.9307359307359307, 0.8658536585365854), (0, 0), (0, 0)]","[0.7738789120187819, 0.7047106622650171, 0.6746483006472842, 0, 0]",img_752.png,2
"[(0.5588235294117647, 0.4147727272727273), (0.4831932773109244, 0.5397727272727273), (0, 0), (0, 0)]","[0.36750576658462303, 0.29049462340444243, 0, 0]","[(0.8235294117647058, 0.1590909090909091), (0.9033613445378151, 0.5284090909090909), (0.6848739495798319, 0.8522727272727273), (0, 0), (0, 0)]","[0.6225247721883287, 0.6270367406970475, 0.4711852306369733, 0, 0]",img_003.png,2
"[(0.5318181818181819, 0.4066666666666667), (0.5045454545454545, 0.6866666666666666), (0, 0), (0, 0)]","[0.36785506436366644, 0.3044104570726444, 0, 0]","[(0.7727272727272727, 0.17333333333333334), (0.9, 0.42), (0.7954545454545454, 0.82), (0, 0), (0, 0)]","[0.6055688905823884, 0.6512762776616786, 0.5482887855716537, 0, 0]",img_2322.png,2
"[(0.5950413223140496, 0.32571428571428573), (0.5537190082644629, 0.4742857142857143), (0, 0), (0, 0)]","[0.38195867666661737, 0.3559455554557292, 0, 0]","[(0.9214876033057852, 0.18285714285714286), (0.9008264462809917, 0.64), (0.6363636363636364, 0.8628571428571429), (0, 0), (0, 0)]","[0.6535063908463606, 0.6522613294168946, 0.5130461148019712, 0, 0]",img_093.png,2
"[(0.5943775100401606, 0.5037037037037037), (0.5662650602409639, 0.6814814814814815), (0, 0), (0, 0)]","[0.4171431722993873, 0.3970103667683209, 0, 0]","[(0.8995983935742972, 0.23703703703703705), (0.9196787148594378, 0.7925925925925926), (0.6345381526104418, 0.9851851851851852), (0, 0), (0, 0)]","[0.7007942685878277, 0.7121742638467133, 0.49760726812813394, 0, 0]",img_154.png,2
"[(0.5914396887159533, 0.3146067415730337), (0.556420233463035, 0.46629213483146065), (0, 0), (0, 0)]","[0.3915554445435002, 0.36552553136852767, 0, 0]","[(0.9105058365758755, 0.1404494382022472), (0.914396887159533, 0.601123595505618), (0.6653696498054474, 0.8707865168539326), (0, 0), (0, 0)]","[0.6655922979864155, 0.6687286281930814, 0.533356269480448, 0, 0]",img_239.png,2
"[(0.5236051502145923, 0.4972067039106145), (0.5407725321888412, 0.6368715083798883), (0, 0), (0, 0)]","[0.37382194587019385, 0.34776844817782626, 0, 0]","[(0.7510729613733905, 0.13966480446927373), (0.9055793991416309, 0.5139664804469274), (0.759656652360515, 0.8100558659217877), (0, 0), (0, 0)]","[0.649345427747114, 0.6458485520128912, 0.5004920548818773, 0, 0]",img_065.png,2
"[(0.5690376569037657, 0.28846153846153844), (0.5230125523012552, 0.4423076923076923), (0, 0), (0, 0)]","[0.37671655974967294, 0.33352151858805545, 0, 0]","[(0.9079497907949791, 0.2692307692307692), (0.8786610878661087, 0.5833333333333334), (0.6401673640167364, 0.8461538461538461), (0, 0), (0, 0)]","[0.6593238071589489, 0.6382637238364115, 0.494143612543408, 0, 0]",img_1685.png,2
"[(0.634453781512605, 0.1885245901639344), (0.5798319327731093, 0.36885245901639346), (0, 0), (0, 0)]","[0.5208170690522467, 0.4403998396796309, 0, 0]","[(0.6848739495798319, 0.01639344262295082), (0.9537815126050421, 0.22950819672131148), (0.7815126050420168, 0.7622950819672131), (0, 0), (0, 0)]","[0.6004532642773848, 0.7744901740104538, 0.5833047058127391, 0, 0]",img_1724.png,2
"[(0.5943775100401606, 0.3611111111111111), (0.5742971887550201, 0.5208333333333334), (0, 0), (0, 0)]","[0.4259747507991601, 0.3943869315360749, 0, 0]","[(0.8714859437751004, 0.2013888888888889), (0.927710843373494, 0.4583333333333333), (0.7871485943775101, 0.8055555555555556), (0, 0), (0, 0)]","[0.6786425692902851, 0.7019042265519618, 0.5870864176804113, 0, 0]",img_1140.png,2
"[(0.575, 0.33098591549295775), (0.5333333333333333, 0.4788732394366197), (0, 0), (0, 0)]","[0.3938731428673294, 0.35144663449270674, 0, 0]","[(0.8833333333333333, 0.20422535211267606), (0.9083333333333333, 0.5140845070422535), (0.7166666666666667, 0.8309859154929577), (0, 0), (0, 0)]","[0.6667266745964076, 0.6745119037626197, 0.5410588829120602, 0, 0]",img_1227.png,2
"[(0.545045045045045, 0.35374149659863946), (0.5180180180180181, 0.5102040816326531), (0, 0), (0, 0)]","[0.36618219828213366, 0.32240561793774414, 0, 0]","[(0.8513513513513513, 0.19047619047619047), (0.9099099099099099, 0.4489795918367347), (0.7297297297297297, 0.8095238095238095), (0, 0), (0, 0)]","[0.6369536982250688, 0.6507884409780492, 0.5101207241454849, 0, 0]",img_2912.png,2
"[(0.5439330543933054, 0.41830065359477125), (0.5355648535564853, 0.5751633986928104), (0, 0), (0, 0)]","[0.40737031976392474, 0.36553358523830104, 0, 0]","[(0.8117154811715481, 0.17647058823529413), (0.9037656903765691, 0.4117647058823529), (0.7698744769874477, 0.7320261437908496), (0, 0), (0, 0)]","[0.667875265243632, 0.6876263529285169, 0.5438204830134111, 0, 0]",img_1564.png,2
"[(0.6244541484716157, 0.36318407960199006), (0.5676855895196506, 0.5870646766169154), (0, 0), (0, 0)]","[0.48595668105922263, 0.36565046829764464, 0, 0]","[(0.8471615720524017, 0.13930348258706468), (0.9082969432314411, 0.263681592039801), (0.8034934497816594, 0.6119402985074627), (0, 0), (0, 0)]","[0.7091753722014636, 0.6954260049525887, 0.5231340598001176, 0, 0]",img_1834.png,2
"[(0.5879629629629629, 0.3597560975609756), (0.5185185185185185, 0.4573170731707317), (0, 0), (0, 0)]","[0.3619145787057323, 0.32323969828153554, 0, 0]","[(0.8888888888888888, 0.42073170731707316), (0.8472222222222222, 0.6890243902439024), (0.5879629629629629, 0.8658536585365854), (0, 0), (0, 0)]","[0.6044056402302481, 0.6188653683455563, 0.5084263856271765, 0, 0]",img_2222.png,2
"[(0.5879629629629629, 0.3597560975609756), (0.5185185185185185, 0.4573170731707317), (0, 0), (0, 0)]","[0.3619145787057323, 0.32323969828153554, 0, 0]","[(0.8888888888888888, 0.42073170731707316), (0.8472222222222222, 0.6890243902439024), (0.5879629629629629, 0.8658536585365854), (0, 0), (0, 0)]","[0.6044056402302481, 0.6188653683455563, 0.5084263856271765, 0, 0]",img_579.png,2
"[(0.5533596837944664, 0.3723404255319149), (0.549407114624506, 0.5212765957446809), (0, 0), (0, 0)]","[0.37026614442121014, 0.34756522591180267, 0, 0]","[(0.841897233201581, 0.13829787234042554), (0.9169960474308301, 0.4734042553191489), (0.7075098814229249, 0.8617021276595744), (0, 0), (0, 0)]","[0.6375025249096289, 0.6439901082228617, 0.5017257065262779, 0, 0]",img_732.png,2
"[(0.5690376569037657, 0.30344827586206896), (0.5439330543933054, 0.4482758620689655), (0, 0), (0, 0)]","[0.38800970573977406, 0.3577943390931351, 0, 0]","[(0.8661087866108786, 0.20689655172413793), (0.899581589958159, 0.5103448275862069), (0.698744769874477, 0.8482758620689655), (0, 0), (0, 0)]","[0.6468554152093833, 0.6622607546837017, 0.5294418315868745, 0, 0]",img_2880.png,2
